buyer,seller,material,weight_tons,price_per_ton,pricing_formula,reference_symbol,reference_price,reference_source,reference_timestamp,currency
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.128,860.0,,2994#14,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.08,860.0,,2994#15,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.492,500.0,,2994#16,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Stainless Steel Turnings,0.1725,600.0,,2994#17,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Stainless Steel Turnings,0.237,600.0,,2994#18,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4325,1500.0,,2994#19,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Stainless,0.549,840.0,,2994#20,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.469,1440.0,,2994#21,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.582,1440.0,,2994#22,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.536,1440.0,,2994#23,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.534,1440.0,,2994#24,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.424,1440.0,,2994#25,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.49,1440.0,,2994#26,,QBO,2024-02-19,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Yellow Brass (Solid,1.3075,5140.0,,3038#0,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),1.023,7380.0,,3038#1,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.4635,7240.0,,3038#2,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.6605,6980.0,,3038#3,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.904,500.0,,3038#4,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.319,700.0,,3038#5,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.396,780.0,,3038#6,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.308,880.0,,3038#7,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (THHN 80%),0.543,4540.0,,3038#8,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.48,5340.0,,3038#9,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.442,1300.0,,3038#10,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.24,500.0,,3038#11,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.36,500.0,,3038#12,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.871,500.0,,3038#13,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.798,500.0,,3038#14,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.3425,500.0,,3038#15,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.394,400.0,,3038#16,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.389,400.0,,3038#17,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.309,320.0,,3038#18,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.2965,3260.0,,3038#19,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.287,3820.0,,3038#20,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.383,1300.0,,3038#21,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Transformers (Al/Cu),0.084,1340.0,,3038#22,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),1.2245,730.0,,3038#23,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.285,1040.0,,3038#24,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.13,1400.0,,3038#25,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),0.192,300.0,,3038#26,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Electric Motors (Large <1000 lb),0.495,780.0,,3038#27,,QBO,2024-03-06,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),1.062,7920.0,,3071#0,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.5545,6060.0,,3071#1,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.2505,6060.0,,3071#2,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.744,520.0,,3071#3,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4035,3760.0,,3071#4,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.466,3760.0,,3071#5,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.392,3760.0,,3071#6,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.403,3760.0,,3071#7,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.399,3760.0,,3071#8,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.8525,3000.0,,3071#9,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.379,3760.0,,3071#10,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.403,3760.0,,3071#11,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.411,3760.0,,3071#12,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.404,3760.0,,3071#13,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.391,3760.0,,3071#14,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.396,3760.0,,3071#15,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.419,3760.0,,3071#16,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4,3760.0,,3071#17,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.391,3760.0,,3071#18,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.348,3760.0,,3071#19,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.37,3760.0,,3071#20,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4245,3760.0,,3071#21,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.411,3760.0,,3071#22,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4,3760.0,,3071#23,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.401,3760.0,,3071#24,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.393,3760.0,,3071#25,,QBO,2024-03-18,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),0.3245,8680.0,,3157#0,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.804,8520.0,,3157#1,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),1.153,8280.0,,3157#2,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4385,3840.0,,3157#3,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.348,970.0,,3157#4,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.009,970.0,,3157#5,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.388,820.0,,3157#6,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),0.8175,8680.0,,3157#7,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.29,4340.0,,3157#8,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.297,4340.0,,3157#9,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),2.168,580.0,,3157#10,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Turnings (Alloy/Shop),0.2785,6000.0,,3157#11,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.781,420.0,,3157#12,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.715,420.0,,3157#13,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Radiator Ends (Cu Breakage),0.298,2600.0,,3157#14,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.248,1200.0,,3157#15,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.318,1200.0,,3157#16,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sheet Copper,0.2105,8040.0,,3157#17,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Brass Shells (Mixed Alloy),0.04,900.0,,3157#18,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.3835,420.0,,3157#19,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Brass Shells (Clean),0.064,4000.0,,3157#20,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Scrap Lead — Soft (Racks),0.031,1620.0,,3157#21,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.017,1440.0,,3157#22,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.036,1600.0,,3157#23,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead Wheel Weights,0.107,420.0,,3157#24,,QBO,2024-04-22,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),0.3285,8560.0,,3176#0,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.1965,8400.0,,3176#1,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.818,8200.0,,3176#2,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sheet Copper,0.383,7900.0,,3176#3,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.517,4040.0,,3176#4,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.5475,4040.0,,3176#5,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.521,4040.0,,3176#6,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.6125,4040.0,,3176#7,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.5075,4040.0,,3176#8,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.42,4040.0,,3176#9,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.438,4040.0,,3176#10,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.421,4040.0,,3176#11,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.37,4040.0,,3176#12,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.381,4040.0,,3176#13,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.555,4040.0,,3176#14,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.429,4040.0,,3176#15,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3665,4040.0,,3176#16,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.377,4040.0,,3176#17,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.407,4040.0,,3176#18,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3945,4040.0,,3176#19,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4695,4040.0,,3176#20,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4455,3300.0,,3176#21,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.325,4040.0,,3176#22,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.1825,1040.0,,3176#23,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,AUTO Batteries,1.0,440.0,,3176#24,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.295,1360.0,,3176#25,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Radiators (Auto,0.329,5200.0,,3176#26,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (THHN 80%),0.2725,5220.0,,3176#27,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),1.072,1600.0,,3176#28,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),1.109,1600.0,,3176#29,,QBO,2024-04-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),1.012,8760.0,,3248#0,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.51,8300.0,,3248#1,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.589,400.0,,3248#2,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.8795,960.0,,3248#3,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (Heliax 57%,0.1465,2860.0,,3248#4,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),0.181,300.0,,3248#5,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Extrusion (Bare),0.311,1700.0,,3248#6,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,E-Scrap (TV/Monitors),0.217,100.0,,3248#7,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.924,560.0,,3248#8,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.7215,6580.0,,3248#9,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW Low Grade (Mixed Wire 40%+),0.0635,0.0,,3248#10,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,E-Scrap (Mixed),0.3195,400.0,,3248#11,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.424,3300.0,,3248#12,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,COPPER BKG,0.182,300.0,,3248#13,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (Heliax 57%,0.1475,2860.0,,3248#14,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),1.3185,780.0,,3248#15,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.708,960.0,,3248#16,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (THHN 80%),0.1795,5260.0,,3248#17,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.207,1220.0,,3248#18,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.2,460.0,,3248#19,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.254,1640.0,,3248#20,,QBO,2024-05-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.2915,7900.0,,3308#0,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.3085,7680.0,,3308#1,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Yellow Brass (Solid,1.041,5400.0,,3308#2,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.88,560.0,,3308#3,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.948,560.0,,3308#4,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.504,300.0,,3308#5,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.5355,300.0,,3308#6,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.8165,300.0,,3308#7,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.6165,300.0,,3308#8,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.278,4340.0,,3308#9,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.343,4340.0,,3308#10,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Dirty),0.305,4060.0,,3308#11,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Cast (Clean),0.356,1500.0,,3308#12,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.4275,500.0,,3308#13,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,COPPER BKG,0.361,400.0,,3308#14,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,COPPER BKG,0.37,400.0,,3308#15,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.7005,3640.0,,3308#16,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4705,2340.0,,3308#17,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,STAINLESS STEEL TURNINGS,0.244,600.0,,3308#18,,QBO,2024-06-12,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.613,3900.0,,3317#0,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4775,3900.0,,3317#1,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4825,3900.0,,3317#2,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.531,3900.0,,3317#3,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3985,3900.0,,3317#4,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3185,3900.0,,3317#5,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.361,3900.0,,3317#6,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.462,3900.0,,3317#7,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.385,3900.0,,3317#8,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.2915,3900.0,,3317#9,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.399,3900.0,,3317#10,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3235,3900.0,,3317#11,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3655,3900.0,,3317#12,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.332,3900.0,,3317#13,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.641,3900.0,,3317#14,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.5085,3900.0,,3317#15,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.6465,3900.0,,3317#16,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3675,3900.0,,3317#17,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4085,3900.0,,3317#18,,QBO,2024-06-14,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3935,3900.0,,3317#19,,QBO,2024-06-14,USD
