buyer,seller,material,weight_tons,price_per_ton,pricing_formula,reference_symbol,reference_price,reference_source,reference_timestamp,currency
Rochester Iron & Metal,Winski Brothers,Clips,13.58,290.18,,3822#0,,QBO,2025-01-08,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.41,230.0,,3824#0,,QBO,2025-01-09,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.32,230.0,,3834#0,,QBO,2025-01-15,USD
Rochester Iron & Metal,Winski Brothers,Clips,13.6,258.94,,3853#0,,QBO,2025-01-28,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.24,230.0,,3851#0,,QBO,2025-01-28,USD
Rochester Iron & Metal,Winski Brothers,HMS,19.54,200.0,,3857#0,,QBO,2025-01-29,USD
Rochester Iron & Metal,Winski Brothers,Stainless 304 (Prepared),7.47,440.0,,3863#0,,QBO,2025-01-31,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.71,230.0,,3862#0,,QBO,2025-01-31,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.155,270.0,,3878#0,,QBO,2025-02-05,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.995,270.0,,3885#0,,QBO,2025-02-07,USD
Rochester Iron & Metal,Winski Brothers,Clips,12.94,334.82,,3888#0,,QBO,2025-02-10,USD
Rochester Iron & Metal,Winski Brothers,Shred,11.35,270.0,,3891#0,,QBO,2025-02-11,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.065,270.0,,3901#0,,QBO,2025-02-13,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.84,270.0,,3912#0,,QBO,2025-02-24,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.56,270.0,,3920#0,,QBO,2025-02-26,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.61,297.0,,3928#0,,QBO,2025-03-03,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.13,297.0,,3933#0,,QBO,2025-03-04,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.35,297.0,,3952#0,,QBO,2025-03-12,USD
Rochester Iron & Metal,Winski Brothers,Shred,16.72,297.0,,3941#0,,QBO,2025-03-12,USD
Rochester Iron & Metal,Winski Brothers,Shred,19.06,297.0,,3956#0,,QBO,2025-03-13,USD
Rochester Iron & Metal,Winski Brothers,Shred,16.55,297.0,,3955#0,,QBO,2025-03-13,USD
Rochester Iron & Metal,Winski Brothers,Clips,14.44,330.36,,3959#0,,QBO,2025-03-14,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.44,297.0,,3964#0,,QBO,2025-03-18,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.94,297.0,,3960#0,,QBO,2025-03-18,USD
Rochester Iron & Metal,Winski Brothers,Clips,12.42,361.61,,3972#0,,QBO,2025-03-19,USD
Rochester Iron & Metal,Winski Brothers,Shred,19.87,297.0,,3969#0,,QBO,2025-03-19,USD
Rochester Iron & Metal,Winski Brothers,Shred,19.885,297.0,,3981#0,,QBO,2025-03-24,USD
Rochester Iron & Metal,Winski Brothers,Busheling,28.91,331.42,,3988#0,,QBO,2025-03-25,USD
Rochester Iron & Metal,Winski Brothers,Busheling,17.83,375.0,,3994#0,,QBO,2025-03-27,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.23,297.0,,3997#0,,QBO,2025-03-28,USD
Rochester Iron & Metal,Winski Brothers,Shred,25.19,293.58,,4004#0,,QBO,2025-03-31,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.6,261.0,,4010#0,,QBO,2025-04-03,USD
Rochester Iron & Metal,Winski Brothers,Clips,14.82,312.5,,4013#0,,QBO,2025-04-04,USD
Rochester Iron & Metal,Winski Brothers,Clips,19.55,315.7,,4017#0,,QBO,2025-04-07,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.49,261.0,,4021#0,,QBO,2025-04-08,USD
Rochester Iron & Metal,Winski Brothers,Clips,13.06,316.09,,4026#0,,QBO,2025-04-09,USD
Rochester Iron & Metal,Winski Brothers,Shred,17.89,261.0,,4029#0,,QBO,2025-04-10,USD
Rochester Iron & Metal,Winski Brothers,Clips,11.55,312.5,,4028#0,,QBO,2025-04-10,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.12,261.0,,4034#0,,QBO,2025-04-11,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.7,261.0,,4033#0,,QBO,2025-04-11,USD
Rochester Iron & Metal,Winski Brothers,Shred,20.76,261.0,,4037#0,,QBO,2025-04-14,USD
Rochester Iron & Metal,Winski Brothers,Shred,23.495,261.0,,4039#0,,QBO,2025-04-15,USD
Rochester Iron & Metal,Winski Brothers,Clips,13.14,343.75,,4043#0,,QBO,2025-04-16,USD
Rochester Iron & Metal,Winski Brothers,Stainless 304 (Prepared),4.46,800.0,,4041#0,,QBO,2025-04-16,USD
Rochester Iron & Metal,Winski Brothers,Busheling,14.8,357.14,,4045#0,,QBO,2025-04-17,USD
Rochester Iron & Metal,Winski Brothers,Shred,16.76,261.0,,4049#0,,QBO,2025-04-18,USD
Rochester Iron & Metal,Winski Brothers,Clips,20.81,343.75,,4048#0,,QBO,2025-04-18,USD
Rochester Iron & Metal,Winski Brothers,Shred,17.77,261.0,,4057#0,,QBO,2025-04-22,USD
Rochester Iron & Metal,Winski Brothers,Shred,13.73,231.0,,4062#0,,QBO,2025-04-24,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.94,231.0,,4066#0,,QBO,2025-04-25,USD
Rochester Iron & Metal,Winski Brothers,Busheling,15.57,357.14,,4064#0,,QBO,2025-04-25,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.15,231.0,,4070#0,,QBO,2025-04-29,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.42,231.0,,4077#0,,QBO,2025-04-30,USD
Rochester Iron & Metal,Winski Brothers,Busheling,17.01,357.14,,4075#0,,QBO,2025-04-30,USD
Rochester Iron & Metal,Winski Brothers,Clips,18.65,285.71,,4081#0,,QBO,2025-05-01,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.63,221.0,,4091#0,,QBO,2025-05-06,USD
Rochester Iron & Metal,Winski Brothers,Clips,17.14,285.71,,4094#0,,QBO,2025-05-07,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.53,221.0,,4097#0,,QBO,2025-05-08,USD
Rochester Iron & Metal,Winski Brothers,Shred,13.21,221.0,,4105#0,,QBO,2025-05-12,USD
Rochester Iron & Metal,Winski Brothers,Clips,16.24,316.96,,4106#0,,QBO,2025-05-13,USD
Rochester Iron & Metal,Winski Brothers,Shred,16.46,221.0,,4111#0,,QBO,2025-05-15,USD
Rochester Iron & Metal,Winski Brothers,Shred,11.47,221.0,,4114#0,,QBO,2025-05-16,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.44,221.0,,4121#0,,QBO,2025-05-20,USD
Rochester Iron & Metal,Winski Brothers,Busheling,12.17,330.36,,4129#0,,QBO,2025-05-22,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.285,221.0,,4130#0,,QBO,2025-05-23,USD
Rochester Iron & Metal,Winski Brothers,Old Sheet Aluminum,16.76,285.71,,4135#0,,QBO,2025-05-28,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.67,221.0,,4134#0,,QBO,2025-05-28,USD
Rochester Iron & Metal,Winski Brothers,Busheling,11.68,330.36,,4138#0,,QBO,2025-05-29,USD
Rochester Iron & Metal,Winski Brothers,Shred,16.47,221.0,,4151#0,,QBO,2025-06-02,USD
Rochester Iron & Metal,Winski Brothers,Clips,13.01,285.71,,4159#0,,QBO,2025-06-03,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.86,221.0,,4161#0,,QBO,2025-06-04,USD
Rochester Iron & Metal,Winski Brothers,Shred,17.87,221.0,,4164#0,,QBO,2025-06-05,USD
Rochester Iron & Metal,Winski Brothers,Clips,17.39,316.96,,4163#0,,QBO,2025-06-05,USD
Rochester Iron & Metal,Winski Brothers,Shred,12.94,221.0,,4174#0,,QBO,2025-06-10,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.07,221.0,,4173#0,,QBO,2025-06-10,USD
Rochester Iron & Metal,Winski Brothers,Shred,16.62,221.0,,4182#0,,QBO,2025-06-12,USD
Rochester Iron & Metal,Winski Brothers,Clips,13.84,316.96,,4181#0,,QBO,2025-06-12,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.03,215.0,,4190#0,,QBO,2025-06-16,USD
Rochester Iron & Metal,Winski Brothers,Clips,16.78,316.96,,4189#0,,QBO,2025-06-16,USD
Rochester Iron & Metal,Winski Brothers,Shred,17.5,215.0,,4199#0,,QBO,2025-06-19,USD
Rochester Iron & Metal,Winski Brothers,Shred,20.715,215.0,,4201#0,,QBO,2025-06-20,USD
Rochester Iron & Metal,Winski Brothers,Clips,12.05,285.71,,4204#0,,QBO,2025-06-23,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.72,215.0,,4217#0,,QBO,2025-06-26,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.97,215.0,,4223#0,,QBO,2025-06-30,USD
Rochester Iron & Metal,Winski Brothers,old sheet aluminum,4.67,340.0,,4232#0,,QBO,2025-07-01,USD
Rochester Iron & Metal,Winski Brothers,old sheet aluminum,4.35,340.0,,4230#0,,QBO,2025-07-01,USD
Rochester Iron & Metal,Winski Brothers,old sheet aluminum,3.92,340.0,,4229#0,,QBO,2025-07-01,USD
Rochester Iron & Metal,Winski Brothers,Shred,17.76,215.0,,4238#0,,QBO,2025-07-03,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.53,215.0,,4235#0,,QBO,2025-07-03,USD
Rochester Iron & Metal,Winski Brothers,Shred,15.03,215.0,,4246#0,,QBO,2025-07-08,USD
Rochester Iron & Metal,Winski Brothers,Clips,16.29,285.71,,4241#0,,QBO,2025-07-08,USD
Rochester Iron & Metal,Winski Brothers,Shred,17.7,215.0,,4255#0,,QBO,2025-07-14,USD
Rochester Iron & Metal,Winski Brothers,Shred,17.065,215.0,,4261#0,,QBO,2025-07-15,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.89,215.0,,4259#0,,QBO,2025-07-15,USD
Rochester Iron & Metal,Winski Brothers,Clips,12.58,285.71,,4268#0,,QBO,2025-07-17,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.49,215.0,,4267#0,,QBO,2025-07-17,USD
Rochester Iron & Metal,Winski Brothers,Clips,13.77,316.96,,4282#0,,QBO,2025-07-21,USD
Rochester Iron & Metal,Winski Brothers,Shred,20.48,215.0,,4281#0,,QBO,2025-07-21,USD
Rochester Iron & Metal,Winski Brothers,Shred,14.61,215.0,,4288#0,,QBO,2025-07-22,USD
Rochester Iron & Metal,Winski Brothers,Shred,17.59,215.0,,4286#0,,QBO,2025-07-22,USD
Rochester Iron & Metal,Winski Brothers,Shred,18.24,215.0,,4292#0,,QBO,2025-07-25,USD
Alloys Tech Inc,Winski Brothers,Nickel Pipe,0.223,12000.0,,1507#0,,QBO,2022-06-09,USD
Alloys Tech Inc,Winski Brothers,Tool Steel D2,1.478,800.0,,1507#1,,QBO,2022-06-09,USD
Alloys Tech Inc,Winski Brothers,Tungsten Carbide (Solid),0.956,23640.17,,1507#2,,QBO,2022-06-09,USD
Alloys Tech Inc,Winski Brothers,High-Speed Steel (Taps & Bits),0.414,2647.83,,1507#3,,QBO,2022-06-09,USD
Alloys Tech Inc,Winski Brothers,Tool Steel Mix (M7/D2),0.8725,654.53,,1507#4,,QBO,2022-06-09,USD
Alloys Tech Inc,Winski Brothers,Tungsten Carbide (Solid),1.136,18000.0,,2615#0,,QBO,2023-09-06,USD
Alloys Tech Inc,Winski Brothers,Tool Steel D2,4.792,680.0,,2615#1,,QBO,2023-09-06,USD
Alloys Tech Inc,Winski Brothers,Tool Steel (Hardened Knives),0.3985,2602.71,,2615#2,,QBO,2023-09-06,USD
Alloys Tech Inc,Winski Brothers,Tool Steel D2,2.66,660.0,,3396#0,,QBO,2024-07-16,USD
Alloys Tech Inc,Winski Brothers,Tool Steel M7,0.7265,2700.0,,3396#1,,QBO,2024-07-16,USD
Alloys Tech Inc,Winski Brothers,Tool Steel (H-13/M2/D2 Blend),0.683,500.0,,3396#2,,QBO,2024-07-16,USD
Alloys Tech Inc,Winski Brothers,Tool Steel (H-13/M2/D2 Blend),0.029,224.83,,3396#3,,QBO,2024-07-16,USD
Alloys Tech Inc,Winski Brothers,Tungsten Carbide (Solid),0.1,19092.0,,3396#4,,QBO,2024-07-16,USD
Alloys Tech Inc,Winski Brothers,Stainless,0.2225,390.56,,3396#5,,QBO,2024-07-16,USD
Alloys Tech Inc,Winski Brothers,Stainless,0.555,388.83,,3396#6,,QBO,2024-07-16,USD
Alloys Tech Inc,Winski Brothers,Tungsten Carbide (Solid),0.403,28621.96,,3869#0,,QBO,2025-02-04,USD
Alloys Tech Inc,Winski Brothers,Tool Steel D2,1.425,680.0,,3869#1,,QBO,2025-02-04,USD
Alloys Tech Inc,Winski Brothers,Tool Steel M7,0.521,3600.0,,3869#2,,QBO,2025-02-04,USD
Alloys Tech Inc,Winski Brothers,Tool Steel Mix (M7/D2),0.0375,1717.33,,3869#3,,QBO,2025-02-04,USD
Alloys Tech Inc,Winski Brothers,Tungsten Carbide (Solid),0.41,23583.54,,3957#0,,QBO,2025-03-13,USD
Alloys Tech Inc,Winski Brothers,Tungsten Carbide (Solid),1.018,22719.11,,4019#0,,QBO,2025-04-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,1.0775,3000.0,,1157#0,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.338,860.0,,1157#1,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Transformers (Al/Cu),0.561,1400.0,,1157#2,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.1935,1340.0,,1157#3,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),1.161,7540.0,,1157#4,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Dirty),0.2705,3300.0,,1157#5,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Window A/C Units,0.442,460.0,,1157#10,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.6875,460.0,,1157#11,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Extrusion (Bare),0.596,2200.0,,1157#12,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.0695,3600.0,,1157#15,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,E-Scrap (Mixed),0.2565,500.0,,1157#16,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Dirty),0.2255,3800.0,,1157#17,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 BX (Al),0.779,4000.0,,1157#18,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),1.0295,700.0,,1157#19,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Stainless,0.476,1640.0,,1157#20,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Alum/Cu Radiators,0.5,4020.0,,1157#21,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Yellow Brass (90/10),0.013,6240.0,,1157#22,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Wire Turnings,0.0565,5500.0,,1157#23,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Ballasts (Magnetic/Regular),0.7135,420.0,,1157#24,,QBO,2022-01-08,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Extrusion 6063 10/10,0.3,2700.0,,1305#0,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Extrusion (Painted/Anodized),0.2255,2600.0,,1305#1,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.922,420.0,,1305#2,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),1.064,420.0,,1305#3,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Turnings,0.0635,4500.0,,1305#4,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Yellow Brass (Solid,1.1975,6000.0,,1305#6,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),1.2795,9000.0,,1305#7,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.361,8800.0,,1305#8,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.4835,8800.0,,1305#9,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.2865,8300.0,,1305#10,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Extrusion 6063 10/10,0.2155,2700.0,,1305#11,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Radiator Ends (Cu Breakage),0.2345,2700.0,,1305#12,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Thermal extrusions,0.215,2000.0,,1305#13,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Window A/C Units,0.351,500.0,,1305#14,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Window A/C Units,0.361,500.0,,1305#15,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.8245,980.0,,1305#16,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Electric Motors (Large <1000 lb),0.364,860.0,,1305#17,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,1.042,460.0,,1305#18,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,1.094,460.0,,1305#19,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.721,460.0,,1305#20,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.6675,460.0,,1305#21,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (Heliax 57%,0.118,3900.0,,1305#22,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.0965,460.0,,1305#24,,QBO,2022-03-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,CATV Al Wire (Bare),0.12,500.0,,1380#0,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.2725,4500.0,,1380#1,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.5775,8800.0,,1380#2,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),1.3535,9000.0,,1380#3,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),1.5155,800.0,,1380#4,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.7405,5000.0,,1380#5,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),1.0255,440.0,,1380#6,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.8535,440.0,,1380#7,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.6195,1000.0,,1380#8,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Transformers (Al/Cu),1.0225,840.0,,1380#9,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.6165,1600.0,,1380#10,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.3285,4500.0,,1380#11,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.273,860.0,,1380#12,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Extrusion 6063 10/10,0.158,2400.0,,1380#13,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Dirty),0.3955,4240.0,,1380#14,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.3065,1600.0,,1380#15,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.639,8400.0,,1380#16,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.581,500.0,,1380#17,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sheet Copper (Lead-Coated),0.0445,8120.0,,1380#18,,QBO,2022-04-25,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Composition / Red Brass (Ebony),0.3885,5160.0,,1569#0,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),1.743,420.0,,1569#1,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.741,680.0,,1569#2,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.385,6220.0,,1569#3,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.6375,680.0,,1569#4,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.314,1200.0,,1569#5,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.8665,240.0,,1569#6,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.656,320.0,,1569#7,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.8755,400.0,,1569#8,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),1.0545,400.0,,1569#9,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.4245,3560.0,,1569#10,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,E-Scrap (Mixed),0.345,440.0,,1569#11,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.3195,680.0,,1569#12,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Yellow Brass (Solid,0.864,4660.0,,1569#13,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.671,6020.0,,1569#14,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.4545,580.0,,1569#15,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Window A/C Units,0.545,400.0,,1569#16,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.5045,6220.0,,1569#17,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),1.0505,6620.0,,1569#18,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),1.02,6620.0,,1569#19,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sheet Copper,0.148,5820.0,,1569#20,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Brass Shells (Clean,0.127,4400.0,,1569#21,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Zinc Die Cast,0.187,1400.0,,1569#22,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.2325,3560.0,,1569#23,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Window A/C Units,0.4285,400.0,,1569#24,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.4145,1000.0,,1569#25,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.588,440.0,,1569#26,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Brass Breakage,0.5725,2000.0,,1569#27,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.429,240.0,,1569#28,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Transformers (Al/Cu),0.5165,240.0,,1569#29,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Copper Wire Scrap (Droid),0.428,1000.0,,1569#30,,QBO,2022-07-07,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.5385,620.0,,1722#0,,QBO,2022-09-01,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.3435,620.0,,1722#1,,QBO,2022-09-01,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.86,620.0,,1722#2,,QBO,2022-09-01,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.8455,700.0,,1722#3,,QBO,2022-09-01,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.809,700.0,,1722#4,,QBO,2022-09-01,USD
