"Date","Price","Open","High","Low","Vol.","Change %"
"01/04/2022","4,540.60","4,540.60","4,540.60","4,540.60","","0.86%"
"12/31/2021","4,502.00","4,502.00","4,502.00","4,502.00","","0.03%"
"12/30/2021","4,500.50","4,500.50","4,500.50","4,500.50","","0.25%"
"12/29/2021","4,489.50","4,489.50","4,489.50","4,489.50","","0.53%"
"12/24/2021","4,466.00","4,466.00","4,466.00","4,466.00","","-0.21%"
"12/23/2021","4,475.20","4,475.20","4,475.20","4,475.20","","0.13%"
"12/22/2021","4,469.40","4,469.40","4,469.40","4,469.40","","1.45%"
"12/21/2021","4,405.60","4,405.60","4,405.60","4,405.60","","1.61%"
"12/20/2021","4,336.00","4,336.00","4,336.00","4,336.00","","-0.69%"
"12/17/2021","4,366.30","4,366.30","4,366.30","4,366.30","","-0.02%"
"12/16/2021","4,367.00","4,367.00","4,367.00","4,367.00","","3.17%"
"12/15/2021","4,232.80","4,232.80","4,232.80","4,232.80","","-1.73%"
"12/14/2021","4,307.40","4,307.40","4,307.40","4,307.40","","-0.55%"
"12/13/2021","4,331.20","4,331.20","4,331.20","4,331.20","","-0.12%"
"12/10/2021","4,336.30","4,336.30","4,336.30","4,336.30","","-0.35%"
"12/09/2021","4,351.40","4,351.40","4,351.40","4,351.40","","-0.93%"
"12/08/2021","4,392.10","4,392.10","4,392.10","4,392.10","","0.80%"
"12/07/2021","4,357.40","4,357.40","4,357.40","4,357.40","","0.99%"
"12/06/2021","4,314.60","4,314.60","4,314.60","4,314.60","","-0.01%"
"12/03/2021","4,314.90","4,314.90","4,314.90","4,314.90","","-0.28%"
"12/02/2021","4,327.10","4,327.10","4,327.10","4,327.10","","-0.32%"
"12/01/2021","4,341.10","4,341.10","4,341.10","4,341.10","","0.33%"
"11/30/2021","4,326.90","4,326.90","4,326.90","4,326.90","","-0.95%"
"11/29/2021","4,368.20","4,368.20","4,368.20","4,368.20","","0.90%"
"11/26/2021","4,329.20","4,329.20","4,329.20","4,329.20","","-3.30%"
"11/25/2021","4,477.00","4,477.00","4,477.00","4,477.00","","-0.17%"
"11/24/2021","4,484.40","4,484.40","4,484.40","4,484.40","","1.34%"
"11/23/2021","4,425.10","4,425.10","4,425.10","4,425.10","","-0.43%"
"11/22/2021","4,444.10","4,444.10","4,444.10","4,444.10","","1.04%"
"11/19/2021","4,398.30","4,398.30","4,398.30","4,398.30","","2.09%"
"11/18/2021","4,308.40","4,308.40","4,308.40","4,308.40","","0.42%"
"11/17/2021","4,290.20","4,290.20","4,290.20","4,290.20","","-0.59%"
"11/16/2021","4,315.60","4,315.60","4,315.60","4,315.60","","-1.34%"
"11/15/2021","4,374.30","4,374.30","4,374.30","4,374.30","","-0.94%"
"11/12/2021","4,415.80","4,415.80","4,415.80","4,415.80","","0.80%"
"11/11/2021","4,380.90","4,380.90","4,380.90","4,380.90","","0.94%"
"11/10/2021","4,340.20","4,340.20","4,340.20","4,340.20","","0.10%"
"11/09/2021","4,335.70","4,335.70","4,335.70","4,335.70","","-1.04%"
"11/08/2021","4,381.30","4,381.30","4,381.30","4,381.30","","1.40%"
"11/05/2021","4,320.70","4,320.70","4,320.70","4,320.70","","0.54%"
"11/04/2021","4,297.30","4,297.30","4,297.30","4,297.30","","-1.10%"
"11/03/2021","4,344.90","4,344.90","4,344.90","4,344.90","","-0.82%"
"11/02/2021","4,380.90","4,380.90","4,380.90","4,380.90","","-1.09%"
"11/01/2021","4,429.10","4,429.10","4,429.10","4,429.10","","0.79%"
"10/29/2021","4,394.20","4,394.20","4,394.20","4,394.20","","-0.85%"
"10/28/2021","4,431.70","4,431.70","4,431.70","4,431.70","","1.68%"
"10/27/2021","4,358.60","4,358.60","4,358.60","4,358.60","","-3.32%"
"10/26/2021","4,508.50","4,508.50","4,508.50","4,508.50","","-0.95%"
"10/25/2021","4,551.80","4,551.80","4,551.80","4,551.80","","1.22%"
"10/22/2021","4,496.90","4,496.90","4,496.90","4,496.90","","-1.01%"
"10/21/2021","4,542.70","4,542.70","4,542.70","4,542.70","","-3.73%"
"10/20/2021","4,718.50","4,718.50","4,718.50","4,718.50","","0.62%"
"10/19/2021","4,689.20","4,689.20","4,689.20","4,689.20","","-1.04%"
"10/18/2021","4,738.30","4,738.30","4,738.30","4,738.30","","-0.51%"
"10/15/2021","4,762.80","4,762.80","4,762.80","4,762.80","","3.02%"
"10/14/2021","4,623.40","4,623.40","4,623.40","4,623.40","","2.59%"
"10/13/2021","4,506.50","4,506.50","4,506.50","4,506.50","","1.53%"
"10/12/2021","4,438.60","4,438.60","4,438.60","4,438.60","","-0.37%"
"10/11/2021","4,455.10","4,455.10","4,455.10","4,455.10","","2.05%"
"10/08/2021","4,365.60","4,365.60","4,365.60","4,365.60","","1.49%"
"10/07/2021","4,301.60","4,301.60","4,301.60","4,301.60","","1.94%"
"10/06/2021","4,219.90","4,219.90","4,219.90","4,219.90","","-1.00%"
